smiles,hERG,standardized_smiles
[C@]2(OC1=C(C(=C(C(=C1CC2)C)O)C)C)(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C,1663,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
C1=C(C(F)(F)F)C=CC=C1C2=CCN(CC2)CCC4=CC3=CC=CC=C3C=C4,1664,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1
OCCCN4CCN(CCCC2c1ccccc1Sc3ccc(Cl)cc23)CC4,1665,OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(Cl)cc32)CC1
[C@]135[C@H]([C@H](N(CC1)CC2CCC2)CC4=C3C=C(O)C=C4)[C@H](CC(C5)=C)C,1666,C=C1CC(C)C2C3Cc4ccc(O)cc4C2(CCN3CC2CCC2)C1
C1=C(C(=C(C=C1)C)NC2=NCCCS2)C,1667,Cc1cccc(C)c1NC1=NCCCS1
C1=CC(=CC=C1CNC(C(C)C)CCCCCC(O)=O)F,1668,CC(C)C(CCCCCC(=O)O)NCc1ccc(F)cc1
[C@H]14[C@H]([C@@H]2[C@@H]3[C@H]([C@H]1C=C2)C=C3)C(=O)N(C4=O)CCCCN6CCN(C5=NC=CC=N5)CC6,1669,O=C1C2C3C=CC(C4C=CC43)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1
C1=C(C=CC=C1N3C(N(CCN2CC(C)(C)C2)CC3)=O)Cl,1670,CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1
C1=CC=CC2=C1C(=NS2)N5CCN(CCC4=CC3=C(NC(C3)=O)C=C4Cl)CC5,1671,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
C1=CC=CC(=C1C2=NCC(N(C3=C2C(=N[N]3C)C)C)=O)F,1672,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C
C4=C(C3=C(CCN2CCN(C1=C(C=CC=C1)OC)CC2)OC(N3)=O)C=CC(=C4)F,1673,COc1ccccc1N1CCN(CCc2oc(=O)[nH]c2-c2ccc(F)cc2)CC1
C1=C(Cl)C=CC2=C1C(=NO2)C([N]3C=CN=C3)C,1674,CC(c1noc2ccc(Cl)cc12)n1ccnc1
C1=CC(=CN=C1N2C(C3=C(C2=O)N=CC=N3)OC(N4CCN(C)CC4)=O)Cl,1675,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
C1=C(Cl)C=CC2=C1C(=CC3=C(S2)C=CC=C3)OCCN(C)C,1676,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
[C@@H]1(CCCO1)[C@@H](CC2=CC=CC=C2)NCC,1677,CCNC(Cc1ccccc1)C1CCCO1
C1=CC2=C(C=C1)SC3=C(N2CC(C)N(C)C)C=C(C=C3)C(=O)C,1678,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
C1=CC(=CC3=C1[N]2C(=NN=C2CN(C)C)CN=C3C4=CC=CC=C4)Cl,1679,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
C(N1C(C(CC(C)C)NC1=S)=O)C=C,1680,C=CCN1C(=O)C(CC(C)C)NC1=S
[C@H]24[C@H]1[C@@]([C@](O)([C@@H](C1)C)C(=O)CO)(C[C@H](O)[C@@H]2[C@@]3(C(=CC(=O)C=C3)C[C@H]4Cl)C)C,1681,CC1CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO
C1=C(CC(CC=C)N)C=CC=C1,1682,C=CCC(N)Cc1ccccc1
[C@H]34[C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)CC[C@@]3([C@](O)([C@H](O)C4)C(=O)C)C,1683,CC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CC(CN(C)C)C,1684,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
C1=C(OC)C(=CC2=C1C(=C(C(OCC)=O)[NH]2)CCN4CCN(C3=CC=CC=C3)CC4)OC,1685,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1
C2=C(C1(C(CN(C)CC1)C)OC(CC)=O)C=CC=C2,1686,CCC(=O)OC1(c2ccccc2)CCN(C)CC1C
C3=C(C1=C([N]2C(=N1)C=CC(=C2)Cl)CC(N(CCC)CCC)=O)C=CC(=C3)Cl,1687,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12
[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)[C@H](C2)C)C)[C@H](C3)O)CC4)C)(C(COC(C)=O)=O)OC(CCC)=O,1688,CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC21C
CNCCCC2(C)C(=O)N(c1ccccc1)c3ccccc23,1689,CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21
C1=CC(=NC2=C1C(C(=CN2CC)C(O)=O)=O)CC3=CC=CC=C3,1690,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21
[C@@H](O)([C@@H](O)C(=O)O)C(=O)O.[C@@H](N)(CC1=CC=C(N(C)C)C=C1C)C,1691,Cc1cc(N(C)C)ccc1CC(C)N
C1=CC(=CC=C1C2(C(NC(=O)CC2)=O)CC)N,1692,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CC(CN(C)C)N(C)C,1693,CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C
C1=CC(=CC=C1C3(CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)C(N(C)C)=O)Cl,1694,CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
C1=C(Cl)C=CC2=C1C(=NC3=C(O2)C=CC=C3)N4CCNCC4,1695,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
C3=C(N2CCN(CCCC(C1=CC=C(F)C=C1)O)CC2)C(=CC=C3)OC,1696,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1
[N]12C(=CC=C1)C4N(C3=C(C2)C=CC=C3)CCN(C4)C.O=C(O)\C=C/C(=O)O,1697,CN1CCN2c3ccccc3Cn3cccc3C2C1
C1=C(Cl)C=CC3=C1N(C2=CC=CC=C2)C(CCN3C(OCC)=O)=O,1698,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21
[C@H](N(C(C(C1=CC=CC=C1)C2=CC=CC=C2)=O)C)(C3=CC=CC=C3)CN4CC[C@@H](C4)O,1699,CN(C(=O)C(c1ccccc1)c1ccccc1)C(CN1CCC(O)C1)c1ccccc1
C2=C(OCC1=NN=C(S1)C(C)C)C=CC3=C2OC(=O)C(=C3C)C,1700,Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O
C1=C(C(=NN=C1C2=CC=CC=C2)NCCN3CCOCC3)C#N,1702,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(Cl)[C@H](C3)O)C[C@@H]4C)C)(C(COC(CC)=O)=O)OC(CC)=O,1703,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C
C3=C(C(N2CCN(CC1=CC=CC=C1)CC2)=O)OC4=C3C=CC=C4,1704,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1
C2=C(C(NNC(C1=CC=CC=C1)=O)C)C=CC=C2,1706,CC(NNC(=O)c1ccccc1)c1ccccc1
C1=CC=CC=C1C3(C(N(C(C2=CC=CC=C2)=O)C(=O)NC3=O)=O)CC,1707,CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O
C3=C(C(OC1C2CCN(C1)CC2)=O)C=CC=C3,1708,O=C(OC1CN2CCC1CC2)c1ccccc1
C1=CC=C2C(=C1)C3C4=C(C2(CNC)CC3)C=CC=C4,1709,CNCC12CCC(c3ccccc31)c1ccccc12
C1=CC(=CC=C1)CC(N(C)CC2=CC=CC=C2)C,1710,CC(Cc1ccccc1)N(C)Cc1ccccc1
[H+].C1=CC3=C([N]1N(C2=CC=NC=C2)CCC)C=CC=C3.[Cl-],1711,CCCN(c1ccncc1)n1ccc2ccccc21
[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@@H]4C)C)(C(COC(C)=O)=O)OC(C(C)C)=O,1713,CC(=O)OCC(=O)C1(OC(=O)C(C)C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
[C@H]34[C@H]2[C@@]([C@@]1(C(=CC(=O)C=C1)CC2)C)([C@@H](O)C[C@@]3([C@](C(COC(C)=O)=O)(O)[C@H](C4)C)C)F,1714,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@@H]4C)C)(C(COC(CC)=O)=O)OC(CC)=O,1715,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
[H+].C2=C(CC1=CC=CC=C1)C(=CC=C2)OCCCCNC.[Cl-],1716,CNCCCCOc1ccccc1Cc1ccccc1
C2=C(C1=C(C=CC=C1)[N]2N(CCN(C)C)C)C3=CC=CC=C3,1717,CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21
C(C1(C(NC(=O)NC1=O)=O)CC=C)C(=C)Br,1718,C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O
[C@@H]3(N(C1=C(C=CC=C1)F)C(COC)=O)[C@@H](CN(CCN2C(N(CC)N=N2)=O)CC3)C,1719,CCn1nnn(CCN2CCC(N(C(=O)COC)c3ccccc3F)C(C)C2)c1=O
C2=C(C1CCNCC1)OC3=C2C=C(OC)C=C3Br,1720,COc1cc(Br)c2oc(C3CCNCC3)cc2c1
C1=CC(=CC=C1NCCC(N(C)C)=O)Br,1721,CN(C)C(=O)CCNc1ccc(Br)cc1
C2=C(C(OCCN(C)C)C1=CC=CC=C1)C=CC(=C2)Br,1722,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
C1=C(Br)C(=CC(=C1C(NCCN(CC)CC)=O)OC)N,1723,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC
C1=CC(=CC=C1C3(CCN(CCCC(C2=CC=C(C=C2)F)=O)CC3)OC(CCCCCCCCC)=O)Br,1724,CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
[C@@]45([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)C[C@H]4OC(O5)CCC)C)C(CO)=O,1725,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
C1=CC=CC=C1C3(C2=CC=CC=C2)CCN(C(C)(C)C)CC3,1726,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1
C2=C(C(C1=CC=CC=C1)OCCN(C)C)C(=CC=C2)C(C)(C)C,1727,CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C
C1=NC(=NC=C1)N4CCN(CCCCN2C(CC3(CC2=O)CCCC3)=O)CC4,1728,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
C(C1(C(NC(=O)NC1=O)=O)CC=C)C(C)C,1729,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
C1=CC=CC2=C1OC(CNCCCC)CO2,1730,CCCCNCC1COc2ccccc2O1
C1=CC=CC3=C1C(C2=CC=CC=C2CC3)CC(CN(C)C)C,1731,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C
C1=CC=CC=C1C(NNC(OCC)=O)C,1732,CCOC(=O)NNC(C)c1ccccc1
C(OC(NC(C(Cl)(Cl)Cl)O)=O)C,1733,CCOC(=O)NC(O)C(Cl)(Cl)Cl
C(C(C(NC(N)=O)=O)(CC)Br)C,1734,CCC(Br)(CC)C(=O)NC(N)=O
C1=CC=CC=C1N(C3(CCN(CCC2=CC=CC=C2)CC3)C(OC)=O)C(CC)=O,1735,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1
C1=CC=CC4=C1N(CCCN3CCC(N2CCCCC2)(CC3)C(N)=O)C5=C(CC4)C=CC=C5,1736,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1
C1=C(F)C=CC2=C1C3=C([NH]2)CCN(C3)CCC4=CC=NC=C4,1737,Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3
[H+].C1=C(CC(N(C)C)(CO)C)C=CC(=C1Cl)Cl.[Cl-],1738,CN(C)C(C)(CO)Cc1ccc(Cl)c(Cl)c1
C3=C(C(N1CCN(C)CC1)C2=CC=CC=C2)C=CC(=C3)Cl,1739,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
ClC(CCC)O,1740,CCCC(O)Cl
[C@H]24[C@H]1[C@@]([C@](C(COC(C)=O)=O)(O)CC1)(CC([C@@H]2[C@@]3(C(=CC(=O)C=C3)[C@H](C4)Cl)C)=O)C,1741,CC(=O)OCC(=O)C1(O)CCC2C3CC(Cl)C4=CC(=O)C=CC4(C)C3C(=O)CC21C
[C@@H]36C2=C(C1=CC(=CC=C1[NH]2)Cl)CCN3C[C@H]5C[C@@H](OC(C4=CC(=C(C(=C4)OC)OC)OC)=O)[C@@H]([C@H]([C@H]5C6)C(OC)=O)OC,1742,COC(=O)C1C2CC3c4[nH]c5ccc(Cl)cc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
C1=CC(=CC=C1OCC(COC(N)=O)O)Cl,1743,NC(=O)OCC(O)COc1ccc(Cl)cc1
C2=C(C(C1=CC=CC=C1)(OCCN(C)C)C)C=CC(=C2)Cl,1744,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1
C1=C2C(=CC=C1)OC(CCCl)NC2=O,1745,O=C1NC(CCCl)Oc2ccccc21
C1=C(C#N)C=CC3=C1N(C2=C(C=CC=C2)CC3)CCCN(C)C,1746,CN(C)CCCN1c2ccccc2CCc2ccc(C#N)cc21
C1=CC=CC2=C1C(C3=NCCCN23)(C4=CC=CC(=C4)Cl)O,1747,OC1(c2cccc(Cl)c2)C2=NCCCN2c2ccccc21
C4=C2C1=C(CCC3=C(N1CCC2NC)C=CC=C3)C=C4,1748,CNC1CCN2c3ccccc3CCc3cccc1c32
[C@@H](CN2CCN(C1=CC=CC=CC1=O)CC2)(C3=CC(=C(OC)C=C3)OC)O,1750,COc1ccc(C(O)CN2CCN(c3cccccc3=O)CC2)cc1OC
C1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C\C=C\C3=CC=CC=C3)C,1751,CN(CC=Cc1ccccc1)CCOC(c1ccccc1)c1ccccc1
C1=C(C(=CC(=C1[N+](=O)[O-])N)OCC)C(NC3CCN(CC2CCC=CC2)CC3)=O,1752,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1
C1=CC=CC=C1C4(C3CCN(C\C=C\C2=CC=CC=C2)CC3)C(NC(=O)CC4)=O,1753,O=C1CCC(c2ccccc2)(C2CCN(CC=Cc3ccccc3)CC2)C(=O)N1
C1=C(C=CC=C1Br)\C=C\C(NCC)=O,1754,CCNC(=O)C=Cc1cccc(Br)c1
C1=C(C(=C(C=C1\C=C\C(N)=O)OC)OC)OC,1755,COc1cc(C=CC(N)=O)cc(OC)c1OC
C3=C(N2CCN(CCCC(C1=CC=C(F)C=C1)=O)CC2)N=CC4=CC=CC=C34,1756,O=C(CCCN1CCN(c2cc3ccccc3cn2)CC1)c1ccc(F)cc1
C1=CC(=CC3=C1C(C2=CC=C(F)C=C2)(OC3)CCCN(C)C)C#N,1757,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
C1=CC=CC3=C1C(C2=C(C=CC=C2)C=C3)C(N)=O,1758,NC(=O)C1c2ccccc2C=Cc2ccccc21
C1=C(Cl)C=CC4=C1C3C2=CC=CC=C2CCN3CC(=O)N4C,1759,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21
C1=CC=CC(=C1)C(C(CN(C)C)O)C2=CC=C(C=C2)Cl,1760,CN(C)CC(O)C(c1ccccc1)c1ccc(Cl)cc1
C1=CC(=CC3=C1[N]2C(=CN=C2C)CN=C3C4=CC=CC=C4Cl)Cl,1761,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
[C@@]23(F)C(C1C([C@](O)(C(C1)C)C(=O)CCl)(CC2O)C)CCC4=CC(=O)C=CC34C,1762,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl
[C@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@@H]4C)C)(OC(CC)=O)C(CCl)=O,1763,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
C1=CC(=CC=C1OCC(NCCN(CC)CC)=O)Cl,1764,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1
C1=C(Cl)C=CC3=C1C(C2=C(C=CC=C2)N3)CCCN(C)C,1765,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21
CN1CCC(CC1)=C3c2ccccc2Oc4ccc(Cl)cc34,1766,CN1CCC(=C2c3ccccc3Oc3ccc(Cl)cc32)CC1
C1=C(Cl)C=CC2=C1C(=NC3=C(S2)C=CC=C3)N4CCN(CC4)C,1767,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1
C1=C(C(=N/OCCN)/CCCCOC)C=CC(=C1)Cl,1768,COCCCCC(=NOCCN)c1ccc(Cl)cc1
C1=C(Cl)C=CC3=C1C2(OCCN2CC(=O)N3)C4=C(Cl)C=CC=C4,1769,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1
C1=C(Cl)C=NC2=C1SC4=C(N2CCCN3CCN(CCO)CC3)C=CC=C4,1770,OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1
CC4CC3C2CC(F)(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,1771,CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
C(C(N(C(\C=C\C)=O)CCC)C(N(C)C)=O)C,1772,CC=CC(=O)N(CCC)C(CC)C(=O)N(C)C
C1=C(C#N)C=CC3=C1N(C2=C(C=CC=C2)S3)CC(CN(C)C)C,1773,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21
C3=C(C1OC(=NC1=O)NC2CC2)C=CC=C3,1774,O=C1N=C(NC2CC2)OC1c1ccccc1
C2=C(C1C(CCC1)N)C=CC=C2,1775,NC1CCCC1c1ccccc1
C4=C(C2=C3C(=NC(=NCC1CC1)CN2O)C=CC(=C3)Cl)C=CC=C4,1776,ON1CC(=NCC2CC2)N=c2ccc(Cl)cc2=C1c1ccccc1
C1=CC=C3C(=C1OCC2CNCCO2)N(CCC3)C,1777,CN1CCCc2cccc(OCC3CNCCO3)c21
C1=CC=CC3=C1N(C2=CC=CC=C2)CC3(CCCNC)C,1778,CNCCCC1(C)CN(c2ccccc2)c2ccccc21
C1=CC=CC3=C1SC2=C(C=CC=C2)C=C3CN(C)C,1779,CN(C)CC1=Cc2ccccc2Sc2ccccc21
C1=CC=CC3=C1C(C2=C(C=CC=C2)C3O)=C4CCN(C)CC4,1780,CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1
[C@H](CCOC1=CC=CC2=CC=CC=C12)(C3=CC=CC=C3)N(C)C,1781,CN(C)C(CCOc1cccc2ccccc12)c1ccccc1
CN2C(Cc1ccccc1N=C2C)c3ccccc3,1783,CC1=Nc2ccccc2CC(c2ccccc2)N1C
C1=CC=CC2=C1N(C(=O)N2)CCCN4CCC(C(C3=CC=C(F)C=C3)=O)CC4,1784,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1
[C@@]45([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)C[C@H]4OC(=N5)C)C)C(COC(C)=O)=O,1785,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C
[C@@H]34CC1=C[NH]C2=CC=CC(=C12)C3C[C@@H](CN4C)CC#N,1786,CN1CC(CC#N)CC2c3cccc4[nH]cc(c34)CC21
C1=C(Cl)C=CC2=C1C(=NCC(N2)=O)C3=CC=CC=C3Cl,1787,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1
C1=CC=CC2=C1C(C3=C(C=C2)C=CC=C3)=NOCCNC,1788,CNCCON=c1c2ccccc2ccc2ccccc12
C1=CC(=CC=C1C(C[N]2C=CN=C2)O)CCC3=CC=CC=C3,1789,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1
C1=CC=CC2=C1N(C3=C(C=C2)C=CC=C3)CCCN(C)C,1790,CN(C)CCCN1c2ccccc2C=Cc2ccccc21
O(C(C(F)(F)F)F)C(F)F,1791,FC(F)OC(F)C(F)(F)F
C1=CC(=C3C2=C1CC5C4C2(C(O3)CCC4)CCN5C)O,1792,CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5
[C@H]15C3=C(CCC2=C1C=CC=C2)C=CC=C3[C@H]4C[C@](C(C)C)(O)CCN4C5,1793,CC(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1
C4=C(C(C(=O)N1CCCC1)(C2=CC=CC=C2)C(CN3CCOCC3)C)C=CC=C4,1794,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
C1=C(C=CC=C1OC2CN(C(N)=O)C2)C(F)(F)F,1796,NC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1
CC13CCCCCC(Cc2ccc(O)cc12)C3N,1797,CC12CCCCCC(Cc3ccc(O)cc31)C2N
C1=CC(=C3C2=C1CC5C4C2(C(O3)C(C=C4)OC(C)=O)CCN5CC=C)OC(C)=O,1798,C=CCN1CCC23c4c5ccc(OC(C)=O)c4OC2C(OC(C)=O)C=CC3C1C5
C1=CC=CC2=C1N(C(C3=C(N2C)C=CC=C3)=O)CCN(C)C,1799,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
C1=C(C)C=CC3=C1C2C(CCN(C2)C)N3,1800,Cc1ccc2c(c1)C1CN(C)CCC1N2
C2=C(C1[S](CCC(N1C)=O)(=O)=O)C=CC(=C2Cl)Cl,1801,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1
C1=CC(=CC3=C1C(C2=CC(=C(Cl)C=C2)Cl)CN(C)C3)OC,1802,COc1ccc2c(c1)CN(C)CC2c1ccc(Cl)c(Cl)c1
C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CCN(CC)CC,1803,CCN(CC)CCN1c2ccccc2Sc2ccccc21
Clc1ccc(cc1)C(OCCN2CCOCC2)c3ccccc3,1804,Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1
[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)C[C@@H]4C)C)(C(COC(C)=O)=O)OC(C)=O,1805,CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)CC4)C)(C(COC(C)=O)=O)OC(CCC)=O,1806,CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
[C@]134[C@@H]([C@H](CC2=C1C=C(C)C=C2)N(C)CC3)CCCC4,1807,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3
C3=CC1=C(C(/C2=C(O1)C=CC=C2)=C/CCN(C)C)C=C3OC,1808,COc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1O2
[C@]23([C@H]([C@H]1[C@]([C@](C(CO)=O)(C)[C@@H](C1)C)(C)C[C@@H]2O)CCC4=CC(=O)C=C[C@]34C)F,1809,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(C)C(=O)CO
C1=CC=CC3=C1N(C2=C(C=CC=C2)C3(C)C)CCCN(C)C,1810,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21
C1=C(C(=CC=C1Cl)N(C(CNCC(C)=C)=O)C)C(C2=CC=CC=C2)=O,1811,C=C(C)CNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1
C1=CC=CC2=C1C(C(N2CC(N)=O)=O)C3=CC=CC=C3,1812,NC(=O)CN1C(=O)C(c2ccccc2)c2ccccc21
[H+].C3=C2\C(C1=CC=CC=C1SCC2=CC=C3)=C\CCN(C)C.[Cl-],1813,CN(C)CCC=C1c2ccccc2CSc2ccccc21
C1=C(Cl)C=CC2=C1C(=NC(O)C(N2CCO)=O)C3=CC=CC=C3F,1814,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO
C3=C(C2(C1=CC=CC=C1)C(NCN2)=O)C=CC=C3,1815,O=C1NCNC1(c1ccccc1)c1ccccc1
[C@H]34[C@H]2[C@@](F)([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@@H](O)C[C@@]3([C@](O)([C@H](C4)C)C(=O)C)C,1816,CC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
[C@H]23C([C@@]1(OC(O[C@@H]1C2)(C)C)C(=O)CO)(C[C@H](O)[C@@]4(F)C3CCC5C4(CCC(=O)C5)C)C,1817,CC1(C)OC2CC3C4CCC5CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
C1=C(C(=CC=C1Cl)N(C(CN(CCO)CCO)=O)C)C(C2=C(C=CC=C2)Cl)=O,1818,CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl
C1=CC=CC(=C1N3CCN(CCC2=C[N](C)N=C2)CC3)Cl,1819,Cn1cc(CCN2CCN(c3ccccc3Cl)CC2)cn1
C1=CC=CC2=C1N(CC3=C(C2=C)C=CC=C3)CCCN(C)C,1820,C=C1c2ccccc2CN(CCCN(C)C)c2ccccc21
C1=CC(=CC=C1C(NCCCN2CCOCC2)=O)Cl,1821,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1
